iseng,text
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
other,"Hola, ¿cómo estás?"
other,"Bon dia, com estàs?"
other,"Bonjour, comment ça va?"
other,"Ciao, come stai?"
other,"Hallo, wie geht's?"
other,"Hej, hur mår du?"
other,"Hei, hvordan går det?"
other,"Hei, mitä kuuluu?"
other,"Здравствуйте, как дела?"
other,"Cześć, jak się masz?"
other,"Buenos días, ¿qué tal?"
other,"Bon matin, ça va bien?"
other,"Buongiorno, tutto bene?"
other,"Guten Morgen, wie geht's?"
other,"God morgon, hur mår du?"
other,"Hyvää huomenta, miten menee?"
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
eng,"In a village of La Mancha, the name of which I have no desire to call to mind..."
eng,The die is cast.
eng,"To be, or not to be, that is the question."
eng,We must cultivate our garden.
eng,I am a Berliner.
eng,Through the Looking-Glass...
eng,As in a mirror...
eng,Everything flows.
eng,"I came, I saw, I conquered."
eng,"I think, therefore I am."
eng,"Life is short, art is long."
eng,Here be dragons.
eng,Strength is in truth.
eng,"Liberty, equality, fraternity."
eng,In the beginning was the Word.
eng,Love conquers all.
